id_ativo,id_antivirus,nome
210,210,Norton
211,211,McAfee
212,212,McAfee
213,213,Windows Defender
214,214,Windows Defender
215,215,Avast
216,216,Norton
217,217,McAfee
218,218,McAfee
219,219,Bitdefender
220,220,Norton
221,221,Kaspersky
222,222,Avast
223,223,Bitdefender
224,224,Windows Defender
225,225,Bitdefender
226,226,ESET
227,227,AVG
228,228,Kaspersky
229,229,Windows Defender
230,230,ESET
231,231,AVG
232,232,AVG
233,233,McAfee
234,234,AVG
235,235,AVG
236,236,AVG
237,237,Norton
238,238,ESET
239,239,McAfee
240,240,Windows Defender
241,241,AVG
242,242,Avast
243,243,McAfee
244,244,Windows Defender
245,245,Norton
246,246,AVG
247,247,McAfee
248,248,McAfee
249,249,McAfee
250,250,AVG
251,251,Norton
252,252,ESET
253,253,ESET
254,254,McAfee
255,255,Kaspersky
256,256,McAfee
257,257,Avast
258,258,Avast
259,259,Bitdefender
260,260,Kaspersky
261,261,ESET
262,262,Norton
263,263,ESET
264,264,Windows Defender
265,265,Avast
266,266,Windows Defender
267,267,Kaspersky
268,268,Bitdefender
269,269,McAfee
270,270,AVG
271,271,AVG
272,272,AVG
273,273,Windows Defender
274,274,Windows Defender
275,275,Kaspersky
276,276,Avast
277,277,Bitdefender
278,278,Norton
279,279,Windows Defender
280,280,McAfee
281,281,ESET
282,282,Windows Defender
283,283,Bitdefender
284,284,Windows Defender
285,285,Norton
286,286,Avast
287,287,Bitdefender
288,288,McAfee
289,289,McAfee
290,290,Kaspersky
291,291,McAfee
292,292,ESET
293,293,Windows Defender
294,294,Windows Defender
295,295,AVG
296,296,Bitdefender
297,297,McAfee
298,298,Bitdefender
299,299,Kaspersky
300,300,AVG
301,301,Avast
302,302,Avast
303,303,Bitdefender
304,304,Norton
305,305,AVG
306,306,AVG
307,307,Norton
308,308,Windows Defender
309,309,Windows Defender
310,310,Kaspersky
311,311,ESET
312,312,ESET
313,313,Bitdefender
314,314,ESET
315,315,Windows Defender
316,316,Avast
317,317,Kaspersky
318,318,AVG
319,319,AVG
320,320,McAfee
321,321,AVG
322,322,McAfee
323,323,ESET
324,324,Kaspersky
325,325,Bitdefender
326,326,Bitdefender
327,327,AVG
328,328,AVG
329,329,ESET
330,330,Windows Defender
331,331,McAfee
332,332,McAfee
333,333,McAfee
334,334,Windows Defender
335,335,McAfee
336,336,McAfee
337,337,Avast
338,338,Norton
339,339,Kaspersky
340,340,Windows Defender
341,341,AVG
342,342,AVG
343,343,McAfee
344,344,Avast
345,345,Norton
346,346,AVG
347,347,ESET
348,348,Windows Defender
349,349,AVG
350,350,ESET
351,351,McAfee
352,352,McAfee
353,353,ESET
354,354,ESET
355,355,Avast
356,356,Windows Defender
357,357,Avast
358,358,Windows Defender
359,359,McAfee
360,360,Bitdefender
361,361,ESET
362,362,Bitdefender
363,363,Avast
364,364,McAfee
365,365,ESET
366,366,ESET
367,367,AVG
368,368,Avast
369,369,AVG
370,370,Norton
371,371,Norton
372,372,Windows Defender
373,373,Norton
374,374,Bitdefender
375,375,Kaspersky
376,376,Windows Defender
377,377,ESET
378,378,McAfee
379,379,ESET
380,380,Norton
381,381,Windows Defender
382,382,McAfee
383,383,AVG
384,384,Kaspersky
385,385,Windows Defender
386,386,Norton
387,387,Bitdefender
388,388,Norton
389,389,Avast
390,390,AVG
391,391,Norton
392,392,Norton
393,393,Bitdefender
394,394,Kaspersky
395,395,Avast
396,396,McAfee
397,397,Norton
398,398,Avast
399,399,Norton
400,400,Bitdefender
401,401,Norton
402,402,Norton
403,403,Windows Defender
404,404,Avast
405,405,AVG
406,406,Norton
407,407,Bitdefender
408,408,McAfee
409,409,Bitdefender
410,410,Kaspersky
411,411,McAfee
412,412,Bitdefender
413,413,Norton
414,414,Bitdefender
415,415,Kaspersky
416,416,McAfee
417,417,ESET
418,418,Kaspersky
419,419,Avast
420,420,Norton
421,421,ESET
422,422,Bitdefender
423,423,McAfee
424,424,McAfee
425,425,Windows Defender
426,426,Norton
427,427,Norton
428,428,Norton
429,429,McAfee
430,430,ESET
431,431,Norton
432,432,Windows Defender
433,433,Bitdefender
434,434,Bitdefender
435,435,ESET
436,436,AVG
437,437,Bitdefender
438,438,ESET
439,439,McAfee
440,440,Norton
441,441,ESET
442,442,Kaspersky
443,443,Norton
444,444,Norton
445,445,Bitdefender
446,446,Bitdefender
447,447,Norton
448,448,ESET
449,449,McAfee
450,450,Kaspersky
451,451,Norton
452,452,Bitdefender
453,453,McAfee
454,454,ESET
455,455,Kaspersky
456,456,Bitdefender
457,457,Bitdefender
458,458,Kaspersky
459,459,Avast
460,460,Windows Defender
461,461,Bitdefender
462,462,McAfee
463,463,AVG
464,464,Kaspersky
465,465,Kaspersky
466,466,Bitdefender
467,467,McAfee
468,468,ESET
469,469,AVG
470,470,AVG
471,471,McAfee
472,472,AVG
473,473,Kaspersky
474,474,Windows Defender
475,475,Windows Defender
476,476,Kaspersky
477,477,AVG
478,478,Windows Defender
479,479,Norton
480,480,Bitdefender
481,481,ESET
482,482,McAfee
483,483,ESET
484,484,ESET
485,485,McAfee
486,486,AVG
487,487,Norton
488,488,ESET
489,489,AVG
490,490,Windows Defender
491,491,Norton
492,492,ESET
493,493,Windows Defender
494,494,ESET
495,495,AVG
496,496,Windows Defender
497,497,Bitdefender
498,498,Windows Defender
499,499,ESET
500,500,ESET
501,501,Kaspersky
502,502,AVG
503,503,Kaspersky
504,504,McAfee
505,505,Bitdefender
506,506,McAfee
507,507,ESET
508,508,Avast
509,509,Avast
510,510,Avast
511,511,Avast
512,512,Kaspersky
513,513,Avast
514,514,McAfee
515,515,Avast
516,516,AVG
517,517,AVG
518,518,Avast
519,519,Norton
520,520,Norton
521,521,Avast
522,522,Norton
523,523,McAfee
524,524,Norton
525,525,Bitdefender
526,526,AVG
527,527,Norton
528,528,Avast
529,529,AVG
530,530,Kaspersky
531,531,McAfee
532,532,Kaspersky
533,533,Windows Defender
534,534,Avast
535,535,McAfee
536,536,McAfee
537,537,Norton
538,538,Norton
539,539,ESET
540,540,Kaspersky
541,541,Bitdefender
542,542,Bitdefender
543,543,Norton
544,544,Kaspersky
545,545,Avast
546,546,AVG
547,547,ESET
548,548,McAfee
549,549,McAfee
550,550,ESET
551,551,Kaspersky
552,552,Windows Defender
553,553,Bitdefender
554,554,Norton
555,555,McAfee
556,556,Windows Defender
557,557,Windows Defender
558,558,Kaspersky
559,559,AVG
560,560,Bitdefender
561,561,Windows Defender
562,562,AVG
563,563,McAfee
564,564,ESET
565,565,Windows Defender
566,566,McAfee
567,567,Kaspersky
568,568,ESET
569,569,Bitdefender
570,570,AVG
571,571,Bitdefender
572,572,Avast
573,573,McAfee
574,574,ESET
575,575,ESET
576,576,Avast
577,577,Kaspersky
578,578,Windows Defender
579,579,Kaspersky
580,580,ESET
581,581,Kaspersky
582,582,Bitdefender
583,583,Windows Defender
584,584,Norton
585,585,McAfee
586,586,Avast
587,587,Kaspersky
588,588,Norton
589,589,Bitdefender
590,590,AVG
591,591,Bitdefender
592,592,Avast
593,593,AVG
594,594,Bitdefender
595,595,Norton
596,596,Avast
597,597,Kaspersky
598,598,Kaspersky
599,599,Norton
600,600,Windows Defender
601,601,Kaspersky
602,602,McAfee
603,603,Kaspersky
604,604,ESET
605,605,Norton
606,606,Kaspersky
607,607,Norton
608,608,Avast
609,609,Bitdefender
610,610,Windows Defender
611,611,Bitdefender
612,612,Avast
613,613,Norton
614,614,Norton
615,615,Bitdefender
616,616,Avast
617,617,Windows Defender
618,618,Norton
619,619,Kaspersky
620,620,McAfee
621,621,Kaspersky
622,622,Windows Defender
623,623,AVG
624,624,ESET
625,625,Norton
626,626,ESET
627,627,Windows Defender
628,628,Norton
629,629,Bitdefender
630,630,ESET
631,631,Kaspersky
632,632,ESET
633,633,McAfee
634,634,Avast
635,635,AVG
636,636,Windows Defender
637,637,Kaspersky
638,638,Norton
639,639,ESET
640,640,AVG
641,641,ESET
642,642,Bitdefender
643,643,Kaspersky
644,644,Avast
645,645,AVG
646,646,ESET
647,647,Avast
648,648,ESET
649,649,Norton
650,650,Kaspersky
651,651,Kaspersky
652,652,AVG
653,653,Kaspersky
654,654,Windows Defender
655,655,Bitdefender
656,656,Avast
657,657,AVG
658,658,Avast
659,659,Bitdefender
660,660,Avast
661,661,Avast
662,662,Kaspersky
663,663,Avast
664,664,AVG
665,665,Kaspersky
666,666,Avast
667,667,AVG
668,668,Avast
669,669,Bitdefender
670,670,Norton
671,671,Windows Defender
672,672,McAfee
673,673,ESET
674,674,Bitdefender
675,675,Norton
676,676,Avast
677,677,Bitdefender
678,678,Bitdefender
679,679,ESET
680,680,McAfee
681,681,Kaspersky
682,682,McAfee
683,683,AVG
684,684,AVG
685,685,Avast
686,686,Windows Defender
687,687,ESET
688,688,AVG
689,689,Windows Defender
690,690,McAfee
691,691,Bitdefender
692,692,ESET
693,693,Norton
694,694,McAfee
695,695,McAfee
696,696,McAfee
697,697,AVG
698,698,ESET
699,699,Avast
700,700,Bitdefender
701,701,Kaspersky
702,702,McAfee
703,703,Avast
704,704,ESET
705,705,Norton
706,706,Bitdefender
707,707,Avast
708,708,Bitdefender
709,709,Windows Defender
710,710,Norton
711,711,Kaspersky
712,712,McAfee
713,713,Bitdefender
714,714,ESET
715,715,Bitdefender
716,716,McAfee
717,717,Norton
718,718,Kaspersky
719,719,Windows Defender
720,720,Norton
721,721,Bitdefender
722,722,Kaspersky
723,723,Windows Defender
724,724,Windows Defender
725,725,Norton
726,726,Windows Defender
727,727,Avast
728,728,ESET
729,729,Windows Defender
730,730,Avast
731,731,Kaspersky
732,732,Windows Defender
733,733,Avast
734,734,Bitdefender
735,735,Avast
736,736,Norton
737,737,Bitdefender
738,738,Norton
739,739,Windows Defender
740,740,McAfee
741,741,AVG
742,742,AVG
743,743,ESET
744,744,Kaspersky
745,745,Kaspersky
746,746,McAfee
747,747,Bitdefender
748,748,Norton
749,749,Avast
750,750,Norton
751,751,Kaspersky
752,752,Norton
753,753,Avast
754,754,McAfee
755,755,McAfee
756,756,Bitdefender
757,757,Bitdefender
758,758,Kaspersky
759,759,Norton
760,760,Norton
761,761,Avast
762,762,McAfee
763,763,Kaspersky
764,764,Avast
765,765,Windows Defender
766,766,Norton
767,767,Windows Defender
768,768,Avast
769,769,Avast
770,770,McAfee
771,771,McAfee
772,772,ESET
773,773,Bitdefender
774,774,McAfee
775,775,McAfee
776,776,Windows Defender
777,777,Bitdefender
778,778,Bitdefender
779,779,Bitdefender
780,780,Norton
781,781,Kaspersky
782,782,AVG
783,783,ESET
784,784,Kaspersky
785,785,Kaspersky
786,786,Kaspersky
787,787,Windows Defender
788,788,Windows Defender
789,789,Norton
790,790,McAfee
791,791,Norton
792,792,Windows Defender
793,793,McAfee
794,794,McAfee
795,795,Bitdefender
796,796,Avast
797,797,Bitdefender
798,798,Avast
799,799,Bitdefender
800,800,McAfee
801,801,Avast
802,802,Kaspersky
803,803,McAfee
804,804,AVG
805,805,ESET
806,806,Bitdefender
807,807,McAfee
808,808,Avast
809,809,Norton
810,810,ESET
811,811,Avast
812,812,Norton
813,813,AVG
814,814,Kaspersky
815,815,AVG
816,816,Windows Defender
817,817,Kaspersky
818,818,McAfee
819,819,Windows Defender
820,820,Avast
821,821,Windows Defender
822,822,Bitdefender
823,823,Kaspersky
824,824,Norton
825,825,Kaspersky
826,826,Avast
827,827,Bitdefender
828,828,AVG
829,829,Avast
830,830,Kaspersky
831,831,Windows Defender
832,832,Avast
833,833,Bitdefender
834,834,Avast
835,835,AVG
836,836,Norton
837,837,Windows Defender
838,838,ESET
839,839,ESET
840,840,AVG
841,841,Norton
842,842,ESET
843,843,McAfee
844,844,Avast
845,845,Windows Defender
846,846,Kaspersky
847,847,ESET
848,848,Avast
849,849,AVG
850,850,Avast
851,851,ESET
852,852,ESET
853,853,Windows Defender
854,854,Norton
855,855,ESET
856,856,Kaspersky
857,857,Windows Defender
858,858,Avast
859,859,Kaspersky
860,860,Avast
861,861,Norton
862,862,McAfee
863,863,Bitdefender
864,864,Windows Defender
865,865,AVG
866,866,Windows Defender
867,867,Avast
868,868,AVG
869,869,Kaspersky
870,870,Avast
871,871,Norton
872,872,ESET
873,873,ESET
874,874,Bitdefender
875,875,Norton
876,876,McAfee
877,877,McAfee
878,878,Windows Defender
879,879,ESET
880,880,McAfee
881,881,Avast
882,882,Windows Defender
883,883,McAfee
884,884,ESET
885,885,Norton
886,886,Kaspersky
887,887,ESET
888,888,Norton
889,889,Kaspersky
890,890,Windows Defender
891,891,Bitdefender
892,892,Kaspersky
893,893,Bitdefender
894,894,Windows Defender
895,895,AVG
896,896,Kaspersky
897,897,Kaspersky
898,898,Norton
899,899,Windows Defender
900,900,Bitdefender
901,901,Norton
902,902,McAfee
903,903,Bitdefender
904,904,ESET
905,905,AVG
906,906,Kaspersky
907,907,Avast
908,908,Kaspersky
909,909,AVG
910,910,Kaspersky
911,911,Windows Defender
912,912,Kaspersky
913,913,Norton
914,914,Windows Defender
915,915,AVG
916,916,Bitdefender
917,917,Windows Defender
918,918,ESET
919,919,Bitdefender
920,920,Windows Defender
921,921,McAfee
922,922,ESET
923,923,Windows Defender
924,924,McAfee
925,925,Bitdefender
926,926,Windows Defender
927,927,AVG
928,928,Kaspersky
929,929,AVG
930,930,AVG
931,931,AVG
932,932,Norton
933,933,Bitdefender
934,934,Bitdefender
935,935,Avast
936,936,ESET
937,937,Avast
938,938,AVG
939,939,Windows Defender
940,940,Avast
941,941,ESET
942,942,Windows Defender
943,943,Windows Defender
944,944,AVG
945,945,Windows Defender
946,946,Avast
947,947,McAfee
948,948,Norton
949,949,Bitdefender
950,950,Kaspersky
951,951,McAfee
952,952,Windows Defender
953,953,Norton
954,954,McAfee
955,955,Avast
956,956,Norton
957,957,Windows Defender
958,958,Kaspersky
959,959,McAfee
960,960,ESET
961,961,ESET
962,962,McAfee
963,963,ESET
964,964,ESET
965,965,ESET
966,966,Kaspersky
967,967,Avast
968,968,McAfee
969,969,Bitdefender
970,970,Avast
971,971,Norton
972,972,Kaspersky
973,973,Kaspersky
974,974,AVG
975,975,Avast
976,976,AVG
977,977,AVG
978,978,McAfee
979,979,Norton
980,980,Norton
981,981,McAfee
982,982,Windows Defender
983,983,AVG
984,984,McAfee
985,985,ESET
986,986,Windows Defender
987,987,Kaspersky
988,988,Kaspersky
989,989,AVG
990,990,Bitdefender
991,991,Norton
992,992,Kaspersky
993,993,Windows Defender
994,994,AVG
995,995,Bitdefender
996,996,Kaspersky
997,997,Windows Defender
998,998,Windows Defender
999,999,ESET
1000,1000,ESET
1001,1001,Norton
1002,1002,Bitdefender
1003,1003,Avast
1004,1004,Windows Defender
1005,1005,Kaspersky
1006,1006,AVG
1007,1007,Norton
1008,1008,Avast
1009,1009,Kaspersky
1010,1010,Windows Defender
1011,1011,McAfee
1012,1012,Windows Defender
1013,1013,McAfee
1014,1014,ESET
1015,1015,Kaspersky
1016,1016,AVG
1017,1017,AVG
1018,1018,ESET
1019,1019,Windows Defender
1020,1020,AVG
1021,1021,Avast
1022,1022,ESET
1023,1023,Norton
1024,1024,Avast
1025,1025,AVG
1026,1026,McAfee
1027,1027,Bitdefender
1028,1028,ESET
1029,1029,Bitdefender
1030,1030,Avast
1031,1031,Bitdefender
1032,1032,Avast
1033,1033,Norton
1034,1034,McAfee
1035,1035,Norton
1036,1036,Avast
1037,1037,McAfee
1038,1038,AVG
1039,1039,Kaspersky
1040,1040,Norton
1041,1041,Bitdefender
1042,1042,Kaspersky
1043,1043,ESET
1044,1044,Norton
1045,1045,ESET
1046,1046,AVG
1047,1047,Avast
1048,1048,Norton
1049,1049,AVG
1050,1050,McAfee
1051,1051,AVG
1052,1052,Bitdefender
1053,1053,ESET
1054,1054,Bitdefender
1055,1055,Avast
1056,1056,McAfee
1057,1057,McAfee
1058,1058,Avast
1059,1059,AVG
1060,1060,Bitdefender
1061,1061,Kaspersky
1062,1062,Avast
1063,1063,McAfee
1064,1064,AVG
1065,1065,Windows Defender
1066,1066,AVG
1067,1067,McAfee
1068,1068,Windows Defender
1069,1069,AVG
1070,1070,Avast
1071,1071,Norton
1072,1072,Avast
1073,1073,Kaspersky
1074,1074,Windows Defender
1075,1075,ESET
1076,1076,Bitdefender
1077,1077,ESET
1078,1078,Norton
1079,1079,Bitdefender
1080,1080,ESET
1081,1081,Kaspersky
1082,1082,Windows Defender
1083,1083,McAfee
1084,1084,Bitdefender
1085,1085,Avast
1086,1086,Norton
1087,1087,Avast
1088,1088,Norton
1089,1089,Avast
1090,1090,McAfee
1091,1091,ESET
1092,1092,Bitdefender
1093,1093,Bitdefender
1094,1094,Norton
1095,1095,Windows Defender
1096,1096,ESET
1097,1097,Windows Defender
1098,1098,Norton
1099,1099,ESET
1100,1100,Windows Defender
1101,1101,AVG
1102,1102,Norton
1103,1103,Kaspersky
1104,1104,Bitdefender
1105,1105,Bitdefender
1106,1106,Windows Defender
1107,1107,McAfee
1108,1108,Windows Defender
1109,1109,AVG
1110,1110,McAfee
1111,1111,AVG
1112,1112,AVG
1113,1113,McAfee
1114,1114,Kaspersky
1115,1115,Kaspersky
1116,1116,Avast
1117,1117,Kaspersky
1118,1118,McAfee
1119,1119,AVG
1120,1120,McAfee
1121,1121,Avast
1122,1122,Norton
1123,1123,AVG
1124,1124,AVG
1125,1125,Bitdefender
1126,1126,Avast
1127,1127,ESET
1128,1128,ESET
1129,1129,Windows Defender
1130,1130,Windows Defender
1131,1131,McAfee
1132,1132,Norton
1133,1133,McAfee
1134,1134,ESET
1135,1135,Norton
1136,1136,Norton
1137,1137,Windows Defender
1138,1138,AVG
1139,1139,ESET
1140,1140,ESET
1141,1141,Avast
1142,1142,Norton
1143,1143,Bitdefender
1144,1144,Norton
1145,1145,Norton
1146,1146,Avast
1147,1147,AVG
1148,1148,Kaspersky
1149,1149,Norton
1150,1150,Bitdefender
1151,1151,Avast
1152,1152,Norton
1153,1153,McAfee
1154,1154,McAfee
1155,1155,ESET
1156,1156,ESET
1157,1157,Bitdefender
1158,1158,Bitdefender
1159,1159,AVG
1160,1160,Avast
1161,1161,Kaspersky
1162,1162,Norton
1163,1163,Windows Defender
1164,1164,ESET
1165,1165,Avast
1166,1166,Norton
1167,1167,Avast
1168,1168,Kaspersky
1169,1169,ESET
1170,1170,Avast
1171,1171,Avast
1172,1172,AVG
1173,1173,ESET
1174,1174,ESET
1175,1175,Bitdefender
1176,1176,Avast
1177,1177,AVG
1178,1178,Windows Defender
1179,1179,Windows Defender
1180,1180,Norton
1181,1181,Windows Defender
1182,1182,Kaspersky
1183,1183,ESET
1184,1184,Norton
1185,1185,Bitdefender
1186,1186,Avast
1187,1187,Windows Defender
1188,1188,McAfee
1189,1189,Avast
1190,1190,Avast
1191,1191,Bitdefender
1192,1192,Bitdefender
1193,1193,Kaspersky
1194,1194,ESET
1195,1195,Kaspersky
1196,1196,AVG
1197,1197,McAfee
1198,1198,Norton
1199,1199,ESET
1200,1200,AVG
1201,1201,Avast
1202,1202,Windows Defender
1203,1203,AVG
1204,1204,Windows Defender
1205,1205,AVG
1206,1206,Bitdefender
1207,1207,ESET
1208,1208,AVG
1209,1209,Windows Defender
1210,1210,AVG
1211,1211,Norton
1212,1212,Avast
1213,1213,Kaspersky
1214,1214,McAfee
1215,1215,Bitdefender
1216,1216,AVG
1217,1217,ESET
1218,1218,ESET
1219,1219,Bitdefender
1220,1220,Kaspersky
1221,1221,Norton
1222,1222,Bitdefender
1223,1223,AVG
1224,1224,McAfee
1225,1225,ESET
1226,1226,Bitdefender
1227,1227,Windows Defender
1228,1228,Kaspersky
1229,1229,Windows Defender
1230,1230,Kaspersky
1231,1231,McAfee
1232,1232,McAfee
1233,1233,ESET
1234,1234,Norton
1235,1235,ESET
1236,1236,AVG
1237,1237,Bitdefender
1238,1238,Windows Defender
1239,1239,Bitdefender
1240,1240,Kaspersky
1241,1241,Bitdefender
1242,1242,ESET
1243,1243,Kaspersky
1244,1244,Kaspersky
1245,1245,Norton
1246,1246,Avast
1247,1247,ESET
1248,1248,Norton
1249,1249,McAfee
1250,1250,Norton
1251,1251,Norton
1252,1252,Avast
1253,1253,Kaspersky
1254,1254,McAfee
1255,1255,AVG
1256,1256,ESET
1257,1257,Bitdefender
1258,1258,Kaspersky
1259,1259,Norton
1260,1260,AVG
1261,1261,AVG
1262,1262,ESET
1263,1263,ESET
1264,1264,Bitdefender
1265,1265,McAfee
1266,1266,Windows Defender
1267,1267,ESET
1268,1268,McAfee
1269,1269,Windows Defender
1270,1270,Avast
1271,1271,ESET
1272,1272,AVG
1273,1273,Avast
1274,1274,AVG
1275,1275,ESET
1276,1276,Bitdefender
1277,1277,Windows Defender
1278,1278,Bitdefender
1279,1279,McAfee
1280,1280,Norton
1281,1281,ESET
1282,1282,ESET
1283,1283,AVG
1284,1284,Windows Defender
1285,1285,Norton
1286,1286,McAfee
1287,1287,McAfee
1288,1288,Norton
1289,1289,Avast
1290,1290,Kaspersky
1291,1291,Kaspersky
1292,1292,AVG
1293,1293,Bitdefender
1294,1294,McAfee
1295,1295,Norton
1296,1296,AVG
1297,1297,AVG
1298,1298,Windows Defender
1299,1299,Kaspersky
1300,1300,Bitdefender
1301,1301,McAfee
1302,1302,Avast
1303,1303,Avast
1304,1304,AVG
1305,1305,ESET
1306,1306,ESET
1307,1307,Bitdefender
1308,1308,Kaspersky
1309,1309,Bitdefender
1310,1310,AVG
1311,1311,Bitdefender
1312,1312,Bitdefender
1313,1313,ESET
1314,1314,AVG
1315,1315,McAfee
1316,1316,ESET
1317,1317,Bitdefender
1318,1318,Norton
1319,1319,Kaspersky
1320,1320,Bitdefender
1321,1321,McAfee
1322,1322,AVG
1323,1323,Norton
1324,1324,ESET
1325,1325,Windows Defender
1326,1326,Windows Defender
1327,1327,Norton
1328,1328,ESET
1329,1329,Windows Defender
1330,1330,Norton
1331,1331,Norton
1332,1332,Bitdefender
1333,1333,AVG
1334,1334,Bitdefender
1335,1335,Kaspersky
1336,1336,AVG
1337,1337,ESET
1338,1338,Avast
1339,1339,Bitdefender
1340,1340,Avast
1341,1341,Bitdefender
1342,1342,Norton
1343,1343,Norton
1344,1344,Avast
1345,1345,Norton
1346,1346,AVG
1347,1347,Avast
1348,1348,Windows Defender
1349,1349,AVG
1350,1350,Avast
1351,1351,Bitdefender
1352,1352,Windows Defender
1353,1353,McAfee
1354,1354,Norton
1355,1355,Kaspersky
1356,1356,McAfee
1357,1357,McAfee
1358,1358,Windows Defender
1359,1359,AVG
1360,1360,Windows Defender
1361,1361,Windows Defender
1362,1362,Kaspersky
1363,1363,AVG
1364,1364,Bitdefender
1365,1365,Avast
1366,1366,Avast
1367,1367,ESET
1368,1368,McAfee
1369,1369,Windows Defender
1370,1370,ESET
1371,1371,Kaspersky
1372,1372,Avast
1373,1373,Norton
1374,1374,ESET
1375,1375,Norton
1376,1376,McAfee
1377,1377,ESET
1378,1378,Bitdefender
1379,1379,AVG
1380,1380,Kaspersky
1381,1381,Kaspersky
1382,1382,AVG
1383,1383,AVG
1384,1384,AVG
1385,1385,Avast
1386,1386,Windows Defender
1387,1387,AVG
1388,1388,Windows Defender
1389,1389,AVG
1390,1390,Norton
1391,1391,Windows Defender
1392,1392,Norton
1393,1393,McAfee
1394,1394,Bitdefender
1395,1395,Kaspersky
1396,1396,Kaspersky
1397,1397,McAfee
1398,1398,Kaspersky
1399,1399,Norton
1400,1400,McAfee
1401,1401,Avast
1402,1402,Norton
1403,1403,Avast
1404,1404,McAfee
1405,1405,Windows Defender
1406,1406,McAfee
1407,1407,McAfee
1408,1408,ESET
1409,1409,ESET
1410,1410,Kaspersky
1411,1411,Windows Defender
1412,1412,Norton
1413,1413,Kaspersky
1414,1414,Avast
1415,1415,ESET
1416,1416,McAfee
1417,1417,Norton
1418,1418,Norton
1419,1419,Avast
1420,1420,McAfee
1421,1421,Windows Defender
1422,1422,ESET
